Gene,T-Value for Class JPA
Z83802_at,2.54670368177
M80482_at,2.54600246478
Y07867_at,2.54600152469
X13444_at,2.54459007733
X69150_at,2.54161042998
HG1728-HT1734_s_at,2.53989052081
M21389_at,2.53983263393
D14662_at,2.53710619473
U41068_cds2_s_at,2.53653814768
X91868_at,2.5364976158
D85433_at,2.53577718529
X57985_rna2_at,2.53392907057
X14766_at,2.53382298106
X83863_at,2.53259333907
D43951_at,2.53154788465
M37984_rna1_at,2.53132105251
HG2314-HT2410_at,2.53123483001
X66922_at,2.53060339118
X13589_at,2.53005265868
D38583_at,2.5290088154
AB002409_at,2.52870460941
X52947_at,2.5284724088
Y00796_at,2.52821711425
L16895_at,2.5280675508
U79295_at,2.52609939609
M83221_at,2.52585570297
X59798_at,2.52083217997
D10537_s_at,2.51978204015
X73882_at,2.51926700969
X75315_at,2.5186875581
U36341_rna1_at,2.51638509066
U27699_at,2.51555809241
X87344_cds10_at,2.51536874484
M76558_at,2.51515992552
X97074_at,2.51408437014
D14689_at,2.51233710052
U10439_at,2.51126083925
M33653_at,2.51107806455
AC000063_s_at,2.50895962182
D63484_at,2.50777714925
HG4116-HT4386_s_at,2.50637228463
D29992_at,2.50608816951
Z11518_s_at,2.50595305503
X96484_at,2.504649421
L27213_s_at,2.50196584474
K02405_f_at,2.50182132656
D67029_at,2.50021019001
U18321_at,2.49870163455
X04391_at,2.49739571842
U47677_at,2.49541493015
X07315_at,2.49418489535
U36787_at,2.49153377345
J03764_at,2.48964607285
X54867_s_at,2.48935632532
M14758_at,2.48838480823
X05608_at,2.4881516957
X15943_at,2.4880087989
D50915_at,2.48514257337
M17754_at,2.48366770288
U31248_at,2.48211584595
U61276_s_at,2.48144906739
M21154_at,2.48046024324
Y08134_at,2.48000604136
U89336_cds4_at,2.4794827496
D43948_at,2.47927508787
HG3437-HT3628_s_at,2.47874827929
J00117_f_at,2.47733370627
X74262_at,2.47689180021
X76105_at,2.47418370195
S69370_s_at,2.47392948622
L17075_s_at,2.47328769725
M33518_at,2.47179792267
D87457_at,2.46959471115
U47054_at,2.46790941754
L08835_rna2_s_at,2.46769436629
D13627_at,2.46765296787
X66171_at,2.46692068825
U91618_at,2.46569133114
L38951_at,2.46370436776
Y09858_at,2.46325522799
U22970_rna1_s_at,2.4622826814
AC002477_s_at,2.46218697565
Y07604_at,2.46174724974
HG4069-HT4339_s_at,2.46112610758
HG4460-HT4729_at,2.46047166588
U58682_at,2.45894305391
D88422_at,2.45691884453
M29064_at,2.45555330286
X64330_at,2.45355532249
L07592_at,2.45233791252
X93036_at,2.4502791015
U02683_s_at,2.44996346611
J02683_s_at,2.4493871874
HG4749-HT5197_at,2.44898252003
Z24680_at,2.44724035116
U79275_at,2.44680213948
X98253_at,2.44666921378
HG3930-HT4200_at,2.44534791975
M20218_at,2.44277495377
U48736_at,2.44270338887
U81802_at,2.44188589566
X14787_at,2.44156345191
L24564_at,2.44056168877
S69115_at,2.4399920587
M37238_s_at,2.43979957568
Z96810_at,2.43824364516
J04973_at,2.43684195693
X77166_at,2.43497699599
Z69043_s_at,2.43318719383
U16031_at,2.43311831194
U18991_at,2.43163771536
HG3088-HT3263_at,2.4307160572
L76465_at,2.42949978258
M62403_s_at,2.42805868086
M15856_at,2.42759354843
U41387_at,2.42669474693
X99886_s_at,2.42430520192
AB000381_s_at,2.42361041966
U28758_s_at,2.42181373764
X07109_at,2.41836664199
Z68129_cds1_at,2.41801403951
L41919_rna1_at,2.4175814118
U04520_at,2.41734881837
Z68204_at,2.41392392035
HG4194-HT4464_at,2.41388360215
U49974_f_at,2.41385517661
U41668_at,2.41332033357
M85085_at,2.41293508917
U03090_at,2.41285231813
U41371_at,2.41121953822
U09278_at,2.41048693585
U77604_at,2.41024184354
M76732_s_at,2.40996256246
U81006_at,2.40956422013
X04741_at,2.4095080549
HG2414-HT2510_s_at,2.40939236296
M13207_at,2.40866672702
U43965_at,2.4085209081
M22430_at,2.40836658141
Y08915_at,2.40750482909
Z11737_at,2.40707791671
HG2743-HT2846_s_at,2.40084127347
X03934_at,2.39818207502
X52192_at,2.39646328355
J05158_at,2.39496531644
J04599_at,2.39494387873
K03008_cds2_at,2.39451938484
X59766_at,2.39401308165
X12876_s_at,2.39231858757
U88902_cds1_f_at,2.39163652002
Y11651_at,2.39102265831
A28102_at,2.390912884
X15306_rna1_at,2.38890042676
U03891_at,2.38849523786
HG2271-HT2367_at,2.38830483816
U48865_s_at,2.38789837574
X83543_at,2.38775985847
D11327_s_at,2.38679963548
Z22555_at,2.38649871511
M18000_at,2.38588178654
Y08136_at,2.38462373401
X91220_at,2.38449465392
X03068_f_at,2.38395401129
D14878_at,2.38252799188
D64109_at,2.38252509474
M13699_at,2.3818170142
V00565_s_at,2.38088794178
X12453_at,2.37764714861
U37359_at,2.37694409605
M24900_at,2.37666041221
L40371_at,2.37622007878
U21943_at,2.37595481656
U27655_at,2.37553463937
U07349_at,2.37375032496
X64624_s_at,2.37367255004
X77909_at,2.37188780574
U09937_rna1_s_at,2.3713489045
U55209_at,2.37134017587
M60315_at,2.36979788779
X93921_at,2.36864322552
X78925_at,2.36313541073
M28826_at,2.36277569637
J03626_rna1_s_at,2.36057920652
M33478_at,2.3593602834
X56741_at,2.35864789125
M22877_at,2.35852979652
M96982_at,2.35842333388
U49837_at,2.35801227666
M63488_at,2.35712929165
L36033_at,2.35690241133
U56998_at,2.35634349705
D86096_cds1_s_at,2.35582236215
AB003177_at,2.35559422332
X56997_rna1_at,2.35465154085
D10511_at,2.35438959922
U19796_at,2.35359082565
Y09980_rna4_at,2.35160484914
M17885_at,2.35112102393
U08438_at,2.35011848114
X99656_at,2.34874781253
D49354_s_at,2.34868602474
U73167_cds7_at,2.34740235383
U22662_at,2.34386761335
S75463_at,2.34311427515
S78798_s_at,2.34175756559
U50950_at,2.34078133415
X81892_at,2.34049534329
M97935_s_at,2.33735837944
M19483_at,2.33526363902
U55766_at,2.33385029567
HG371-HT26388_s_at,2.33163509205
Y08263_at,2.33117413583
X68487_at,2.33090579311
L00205_at,2.32938102282
D87450_at,2.32721613425
U61849_at,2.32717536895
L07919_at,2.32704284742
X99140_at,2.32525965085
Z19574_rna1_at,2.32436922289
L17330_at,2.32413092047
L47345_at,2.32360105729
X02419_rna1_s_at,2.32251055767
D00760_at,2.32173919728
D49958_at,2.32095143616
M27394_s_at,2.31927294665
U79297_at,2.31855451461
S81419_at,2.31846641788
S81916_at,2.31683634543
HG721-HT4828_s_at,2.31438146267
U26710_at,2.31348766607
L77559_at,2.31319370884
X52213_s_at,2.31296188565
U79265_at,2.31187486949
U63295_at,2.31113157746
M30625_s_at,2.3093505768
U37673_at,2.30753635521
U58096_at,2.30707495423
U22178_s_at,2.30660144467
X92518_s_at,2.30603703513
U27326_s_at,2.30514116173
Y00970_at,2.30491604261
X65867_at,2.30335302364
S66427_at,2.30279763274
M13982_at,2.30219891736
U59914_at,2.30219807464
X55990_rna1_at,2.30196809513
HG982-HT982_s_at,2.30142548853
U59919_at,2.30104357965
HG4165-HT4435_at,2.30095687628
X98178_s_at,2.3002334629
U28749_s_at,2.29923528995
Z47055_s_at,2.29783508482
U17838_at,2.29714898522
M28214_at,2.29707920033
L33404_at,2.29643012279
X55666_at,2.29548338207
X12530_s_at,2.29298183333
X14445_at,2.29212615314
U63542_at,2.29159708487
M61832_s_at,2.29058693014
D26579_at,2.28877225913
M19309_s_at,2.28781090598
Z50053_at,2.28652341215
J05243_at,2.28608187607
Z80788_at,2.28373425056
HG2724-HT2820_at,2.28311923735
U09578_at,2.28295119424
U22377_at,2.28221448701
M95936_s_at,2.28183657937
M61853_at,2.28160393208
D25278_at,2.28141889868
L09235_at,2.28095385812
J00124_at,2.28080166337
S75313_at,2.27954424206
Z38026_at,2.2784616652
M55621_at,2.27579736582
J03242_s_at,2.27542565799
M28983_at,2.27505747191
U40282_at,2.27367799166
HG1602-HT1602_at,2.27297676596
M31169_s_at,2.27066271355
U07919_at,2.27024491998
HG907-HT907_at,2.26966070822
M31210_at,2.26934492337
J03069_rna1_at,2.26779946095
X17206_at,2.26735196379
M95724_at,2.26674956876
M33552_at,2.26571969832
X55005_rna1_at,2.26472797839
Y12556_at,2.26415104824
M32402_at,2.26354774308
D26561_cds1_at,2.2620996465
U83843_at,2.2617227919
M28212_at,2.26044996031
L14565_at,2.26042603295
X61123_at,2.26014193037
D86968_at,2.25957815092
M31774_s_at,2.25820655031
D17547_at,2.2558326789
U02031_at,2.25578377682
U88964_at,2.25302744391
D13413_rna1_s_at,2.25289586367
D85376_at,2.25269047426
L47125_s_at,2.2525438001
S78187_at,2.25240024642
L33881_at,2.25218976491
M15841_at,2.24994597779
U20758_rna1_at,2.24992408881
L38696_at,2.24684722048
M64673_at,2.24663205261
S81957_at,2.24634953888
X14448_at,2.24620108519
L40410_at,2.24289651304
U03886_at,2.24177304482
U59111_at,2.24141091486
D43949_at,2.24030682249
J04130_s_at,2.23920490622
X05153_rna1_at,2.23887192928
X02875_s_at,2.2380700617
M55172_at,2.23698118504
X85753_at,2.23521879245
U78525_at,2.23505938081
U32907_at,2.23451707469
X96719_at,2.23226984314
AF009674_at,2.23037362011
L27624_s_at,2.229826022
M31165_at,2.22955512631
M64082_at,2.228048519
D85245_at,2.22744417617
X71348_at,2.22622062308
M64347_at,2.22473574779
D13168_at,2.22471773752
AC002073_cds1_at,2.22208939296
M63582_at,2.22103978672
X55715_at,2.22100211594
M95627_at,2.22071601005
M83308_at,2.2192936531
X02404_at,2.21901795391
X92098_at,2.21896994278
X15088_at,2.21872825366
X58255_at,2.21830679821
HG3111-HT3287_at,2.21748369968
M37190_at,2.2172152852
X97675_rna1_at,2.21582476272
M23178_s_at,2.2148909238
U15782_at,2.21400441794
S58544_at,2.21398288421
D87459_at,2.21376165783
Z83806_at,2.21306736542
U65785_at,2.21215857051
D63940_s_at,2.21207606961
AB003103_at,2.21183782338
D50913_at,2.21160097137
Z34897_at,2.21135759604
X95463_s_at,2.20788347247
D87716_s_at,2.20757846397
U94855_at,2.20692053976
X16316_at,2.20542107635
U20980_at,2.20382850932
Z37987_s_at,2.20048757026
X81832_s_at,2.20009261508
M28209_at,2.19862324539
L00058_at,2.19771186561
M84332_at,2.19763300942
L24774_s_at,2.19762034371
U66702_at,2.19728627225
U68385_at,2.19618719241
X59711_at,2.1942720886
U52154_at,2.19361940503
Z69030_s_at,2.19125296156
M22760_at,2.18948613952
D50525_at,2.18928834004
X63741_s_at,2.18800570791
L02426_at,2.18709126109
Y11174_at,2.18627454237
X52282_s_at,2.18600744116
U15642_s_at,2.18555393824
M14660_at,2.184064068
M21119_s_at,2.18324971148
M84605_at,2.18252483013
M83712_s_at,2.18160718809
Y07755_at,2.18028070952
U72515_at,2.1768103484
HG4018-HT4288_at,2.17678064593
X97324_at,2.17607394787
U83410_at,2.17590332108
Y10505_at,2.17481313687
M96995_s_at,2.17474374815
J05073_at,2.17473186242
D14661_at,2.17449276828
HG2261-HT2351_s_at,2.1736999079
U94747_at,2.17299385477
U83908_at,2.17129632494
D38048_at,2.17101897142
D12686_at,2.17096550396
X13227_at,2.17077550113
M15958_at,2.16808898988
X90857_at,2.16676986983
X83492_s_at,2.16633063439
Z22535_at,2.16471741606
X59871_at,2.16428488243
Y10807_s_at,2.16303230067
M94065_at,2.16234948729
HG1227-HT1227_s_at,2.16164877665
X16260_s_at,2.16095000712
M87338_at,2.15997191081
U66198_at,2.15978387801
M13686_s_at,2.15946349795
S37730_s_at,2.15938788642
HG2379-HT3996_s_at,2.15932729745
U38847_at,2.15904653935
X90908_at,2.15815283986
J04132_at,2.15689531048
M32639_at,2.15627893087
X16832_at,2.15604553979
D26600_at,2.15581722488
M20203_s_at,2.15554402029
X91103_at,2.15442458229
S49592_s_at,2.15365845152
HG33-HT33_at,2.15261797047
D87433_at,2.14864125199
U96114_at,2.1485135936
X63578_rna1_at,2.14735163497
M83088_at,2.14712870613
U72649_at,2.14696301139
M36072_at,2.14522463518
U26174_at,2.14515793119
U09178_s_at,2.14419283362
L77864_at,2.14307354141
U71598_at,2.14084578852
S79522_at,2.14029035811
M36429_s_at,2.13984268419
HG3491-HT3685_at,2.13923593284
X80763_s_at,2.13307300765
D37965_at,2.12974326004
L37868_s_at,2.1293706571
D21853_at,2.12907979082
U33936_s_at,2.12850250211
U52426_at,2.12844878835
D17427_at,2.12343537702
U43203_s_at,2.12308956106
X96584_at,2.12165395361
HG4757-HT5207_s_at,2.12129773511
M29877_at,2.11976449997
U07132_at,2.11972372247
X07173_at,2.11838527726
M19878_at,2.11737264842
M16967_at,2.11683526861
U46692_rna1_at,2.11664512166
D49818_at,2.11625334091
U72648_s_at,2.11563524371
V00571_rna1_at,2.11562241336
U35407_at,2.11522385532
HG3369-HT3546_at,2.11218385067
L07615_at,2.11218277435
S50017_s_at,2.11200219605
M65066_at,2.11073512049
U70439_s_at,2.10863999617
U79115_s_at,2.10542442307
U96922_at,2.10513812656
L08069_at,2.10395558607
X66945_at,2.10351675794
Y00083_s_at,2.10349726864
X03473_at,2.10337527507
X06661_at,2.10334250851
X95190_at,2.10322643674
U24683_at,2.10117680832
Z48570_at,2.09863916005
U69126_s_at,2.09686003463
HG311-HT311_at,2.09316786956
M16707_rna1_at,2.0930453282
HG3494-HT3688_at,2.09259240872
D63135_at,2.09236273607
U73167_cds5_at,2.09150292441
X65724_at,2.09097000687
U10324_at,2.09052206466
HG2441-HT2537_s_at,2.0905200466
S61953_at,2.08594387717
L23808_at,2.0853040907
U51586_at,2.08301202232
V00594_s_at,2.0825365263
S69790_at,2.08249418818
AB000449_at,2.08188248911
L40027_at,2.08100769195
U48959_at,2.08027503281
HG3075-HT3236_s_at,2.0799188795
Y10659_at,2.07619363128
M58378_cds1_at,2.0744855379
M26311_s_at,2.07390818518
M83738_at,2.07339350165
X14767_at,2.07177151812
X51985_at,2.07167856695
U47105_at,2.07041972451
U49516_at,2.07009890165
D50912_at,2.06964885694
HG4458-HT4727_at,2.06811707599
M91083_at,2.06698953244
HG846-HT846_at,2.06637970367
L13923_at,2.06562760396
U25801_at,2.06544844098
HG1515-HT1515_f_at,2.06295094477
HG721-HT4827_s_at,2.06121958551
AB003698_at,2.06046386539
HG4480-HT4833_at,2.05939573751
S57153_s_at,2.05939166248
D83260_s_at,2.05618929242
X02750_at,2.05360828325
M24486_s_at,2.05291585135
L19067_at,2.05269261101
S75213_s_at,2.05012433306
U62962_at,2.04957216108
X54870_at,2.04655802644
HG3543-HT3739_at,2.04588842624
U51478_at,2.04574296692
L76627_at,2.04570110441
L14076_at,2.04392070408
M55683_at,2.04255610055
L40904_at,2.04185190441
Z28407_at,2.04118306239
S69265_s_at,2.04094787442
M20681_at,2.04071199075
HG142-HT142_at,2.0401827406
X04602_s_at,2.0393331176
U47686_s_at,2.03199761132
M81778_s_at,2.03167305631
M27543_at,2.03107094705
U09196_at,2.03067485968
K03515_at,2.02757132567
U94585_at,2.02640430609
U51711_at,2.02611250458
D30036_at,2.0253439831
U73377_at,2.02532818355
U02020_at,2.02394661696
U90716_at,2.02356721644
M74297_at,2.02286009202
U48730_at,2.0226658848
U11863_at,2.02099784474
X52979_rna1_s_at,2.02093398398
X74929_s_at,2.02046593481
M12036_at,2.01864215832
L34155_at,2.01434704738
L25286_s_at,2.01392815031
U80811_at,2.01387279655
D14822_at,2.01373866784
U10868_at,2.0132850894
X99268_at,2.01223545092
X82153_at,2.00997807335
J04076_at,2.0079618894
X15183_at,2.00769510098
Z94753_s_at,2.00645249467
X76013_at,2.00569226986
X66276_s_at,2.00253823019
X71877_at,2.00109396572
U25771_at,1.99923961432
L15533_rna1_at,1.99885618346
D50370_at,1.99819783791
M24351_cds2_at,1.99660168848
M99564_at,1.99659731049
HG3740-HT4010_at,1.99547899652
X99585_at,1.99359868626
X73460_at,1.99342736934
D21163_at,1.99248200626
U90437_at,1.99207313748
U66359_at,1.99068172114
M69043_at,1.98948172161
M96233_s_at,1.98850245947
U37529_at,1.98737989233
J04177_at,1.9865155721
M31651_at,1.98530391125
D12676_at,1.98352766052
HG2709-HT2805_at,1.98337867512
D89377_s_at,1.98294288344
M93036_at,1.98179535129
J04102_at,1.98159918857
S74683_at,1.98157207418
S76067_at,1.97973561261
D87447_at,1.97864773177
U53442_at,1.97844729079
X16282_at,1.97836364919
M37197_at,1.97796956712
L34838_at,1.97709099663
M36653_s_at,1.97684012755
U11090_at,1.97665650176
D86640_at,1.9765390741
L29008_at,1.97584333118
M61733_at,1.97498924662
U39573_at,1.97285289102
HG1437-HT1437_s_at,1.97193074553
U84720_at,1.97130478153
S73591_at,1.97108030547
U26032_at,1.96823677037
U59748_at,1.96660184921
J03634_at,1.96628240235
D84145_at,1.96569658757
U25182_at,1.96476305394
U43185_s_at,1.96474964597
U73737_at,1.96307757209
M74002_at,1.96126032317
U39226_at,1.9591731447
X67325_at,1.95688142663
Z21966_at,1.95510757574
L26339_at,1.95478893158
U59057_at,1.95477753762
U51678_at,1.95318001078
X56932_at,1.95185322255
X03656_rna1_at,1.95177012389
L35594_at,1.95136075516
X63337_at,1.95093947479
U20536_s_at,1.9506223942
X79981_at,1.94880963111
X79888_at,1.94846028407
S83325_s_at,1.94843402158
X61755_rna1_s_at,1.94768931757
U29175_at,1.9459916267
X57129_at,1.94570887099
HG180-HT180_at,1.94532074295
L05624_s_at,1.94510683373
D28423_at,1.94499669175
M11025_s_at,1.94488233228
X51408_at,1.94409256439
L19161_at,1.94366427209
M24351_cds3_s_at,1.94287913718
D00762_at,1.94268540644
HG3730-HT4000_s_at,1.94245041574
M80783_at,1.9423047979
L43579_s_at,1.94122239217
X03072_at,1.94077327276
J02611_at,1.93802804283
M16652_s_at,1.93696158224
HG1148-HT1148_at,1.93676072362
M80335_at,1.93387648212
X16706_at,1.93264462811
U65092_at,1.93091250143
U23946_at,1.92825818269
S79639_at,1.92788498263
Z48042_at,1.92689696348
D50640_at,1.9268815767
D14530_at,1.92656985657
Z17240_at,1.92613443701
U08316_at,1.92558830141
U41737_at,1.92302448673
L13720_at,1.92225431874
Y10204_at,1.92189817126
HG3214-HT3391_at,1.91942679963
U79256_at,1.91850803456
Z36715_at,1.91816277996
U28049_at,1.91698270191
D78014_at,1.91688485129
D83702_at,1.91619096427
X60489_at,1.91604655352
HG1827-HT1856_s_at,1.91519579066
X52009_s_at,1.91469867775
U62433_at,1.91337322753
J04111_at,1.91266297763
S83198_at,1.91254896658
D13642_at,1.91244548675
D49396_at,1.9093855313
X63546_at,1.9092904844
D79983_at,1.90760465361
X17620_at,1.90742156504
U51166_at,1.90725625836
X89985_at,1.90716059161
U73704_at,1.90701409966
U26312_s_at,1.90663165518
Y11681_at,1.90641850629
M81780_cds3_at,1.90461352359
HG825-HT825_at,1.90411019253
U53209_at,1.90280674042
U72507_at,1.90238529203
X02176_s_at,1.90222817405
D63876_at,1.90173582144
X57303_at,1.90165463787
Z48199_at,1.90118111275
X86681_at,1.89962818567
D13644_at,1.89845420203
U89922_s_at,1.89834467929
X93512_at,1.89816395512
U02310_at,1.89731601517
M16424_at,1.89724555221
L40392_at,1.89712866576
U07424_at,1.89687701323
U21689_at,1.89584214197
X92110_at,1.89443803062
U00944_at,1.89326536841
L09708_at,1.89214716489
U70735_at,1.89116664106
U38846_at,1.89026102973
U78095_at,1.88765851379
L12468_at,1.88615392264
L27706_at,1.88413220784
M63603_at,1.88333003396
HG2175-HT2245_s_at,1.88226760557
Y00503_at,1.88176998144
HG2846-HT2983_at,1.88023945751
Y00339_s_at,1.87926064562
M94633_at,1.87900348196
M55593_at,1.87849783755
U89355_at,1.87837507725
L00352_at,1.87799901791
HG2649-HT2745_s_at,1.87789692202
X81637_at,1.87765296528
Z49099_at,1.87608411034
X69089_at,1.87404118287
J00306_at,1.87396321586
X80230_at,1.87361316653
M62810_at,1.8726638544
D21261_at,1.87114685427
M11147_at,1.8711347576
D50914_at,1.86857647745
X97301_at,1.86466669434
M36542_s_at,1.86421493386
X93996_rna1_at,1.86361363558
M62762_at,1.85997864319
HG2614-HT2710_at,1.85961824045
M69203_s_at,1.85939171071
U81262_at,1.85924278835
Z48633_at,1.85560033737
J00116_s_at,1.85505925261
U64444_at,1.8549486208
X90568_at,1.85488084783
X15729_s_at,1.85292064431
X02160_at,1.85275547896
HG1428-HT1428_s_at,1.85245001898
M81757_at,1.84966295008
HG2564-HT2660_s_at,1.84879646791
U49082_at,1.84649994644
U03688_at,1.84529609453
U43189_s_at,1.84507690627
L41067_at,1.84444286902
L43631_at,1.84400550394
S62904_s_at,1.84229750894
M97936_at,1.8411739582
M16342_at,1.83890334917
U87223_at,1.83784235555
X82125_at,1.8358740791
D30758_at,1.83545927637
L35546_at,1.83407046078
U06643_s_at,1.83327028033
M17183_s_at,1.83211809333
X17094_at,1.83162942808
U50733_at,1.83063850649
X64559_at,1.83045510576
D79984_s_at,1.82813304652
L14922_at,1.82770903882
U40462_at,1.82645563743
X70944_s_at,1.82558121489
M60721_at,1.82478931272
L13740_at,1.82409733639
Z49269_at,1.82362961836
M14199_s_at,1.82306995127
U32324_at,1.82220533645
HG2167-HT2237_at,1.82162209969
D49493_at,1.82155235127
X53961_at,1.82061345823
D80009_at,1.82057273586
D82343_at,1.81982127715
J00148_cds2_f_at,1.81882633356
M57567_at,1.81504565916
HG2981-HT3938_s_at,1.81453442916
X64878_at,1.81387042371
U90909_at,1.81367161963
M28882_s_at,1.8135208341
U78793_at,1.81093255138
S81914_at,1.81059371772
Z68280_cds2_s_at,1.81021728994
HG4058-HT4328_at,1.81016933714
X59727_at,1.80952312673
U14973_at,1.80839168373
X05908_at,1.80777366267
X52966_at,1.80750406184
D86988_at,1.80747264372
M32304_s_at,1.80339693745
M20137_at,1.80242489863
U11872_at,1.80158731457
M37271_s_at,1.80034457049
U96191_at,1.79974505552
L38961_at,1.79899955331
U64998_at,1.79821931242
L36870_at,1.79790305131
AB000410_s_at,1.79705445972
U25128_at,1.79543213023
M19283_at,1.79506511004
X06256_at,1.79315761909
X00371_rna1_at,1.79280136127
X02152_at,1.79102862221
Z71389_at,1.79006632859
M59979_at,1.78838672143
X82494_at,1.78829262488
Z15115_at,1.7882838842
D31716_at,1.78601914279
D86962_at,1.78508406805
L24559_at,1.78364906575
M64174_at,1.78359076772
D38037_at,1.78350016568
X04434_at,1.7834175943
D50840_at,1.7828745969
U80456_at,1.77966765966
D49950_at,1.77787654826
D88146_at,1.77757741215
U29195_at,1.77610214644
D42073_at,1.77603829838
L43366_at,1.77530496099
U90912_at,1.77440899282
U88666_at,1.7737961429
X16560_at,1.77367353651
D78129_at,1.77341676047
L21993_at,1.77161768863
HG2463-HT2559_at,1.76837583282
HG4094-HT4364_s_at,1.76725802336
U62325_at,1.76613396678
U12622_at,1.76532175387
Z70276_s_at,1.76522770187
X79865_at,1.76498952774
HG4073-HT4343_at,1.76465911942
J00207_rna2_at,1.76411015762
D14811_at,1.76379899923
M92357_at,1.76259598782
S78234_at,1.76225368114
U79266_at,1.76215659021
M35416_at,1.76117323838
X13930_f_at,1.76007029035
L02840_at,1.75998697247
D38024_at,1.75980857036
U83411_at,1.75695196197
S82075_at,1.7563112674
X65488_at,1.75529365778
U40763_s_at,1.75379118192
L08666_at,1.75199989154
U36601_at,1.75179087964
U34976_at,1.75154213461
M30185_at,1.74886441998
J05428_at,1.74848483295
D63481_at,1.74682890915
M98833_at,1.74671018493
M34344_at,1.74659133257
M31166_at,1.74536735996
AF000560_at,1.74463285362
J05253_s_at,1.7435587827
D86980_at,1.74135440714
X56199_at,1.73889034186
X59434_at,1.73816254563
S60415_at,1.73743283702
J05070_at,1.73686571159
X89101_s_at,1.73619126209
M31627_at,1.7361761233
X69433_at,1.7351778831
L09604_at,1.73503199808
X05232_at,1.73413602158
D86971_at,1.73398167159
Z48481_at,1.73374676779
U00238_rna1_at,1.73302492955
M55409_s_at,1.73084521752
D31840_s_at,1.73021857572
HG3242-HT3419_s_at,1.72983646018
D87446_at,1.72969541862
U20647_at,1.72923462329
HG2479-HT2575_s_at,1.72856185917
Z80345_rna1_s_at,1.72770221137
U79289_at,1.72762040499
X89426_at,1.72755491436
HG3395-HT3573_s_at,1.72723865996
L10665_at,1.72647204348
D13643_at,1.72607116193
HG759-HT759_s_at,1.72529583103
M69225_at,1.72462708847
HG2809-HT2920_s_at,1.72453261415
U52513_at,1.72438238039
M19828_s_at,1.72412375998
U03735_f_at,1.72269808044
M98399_s_at,1.72236190171
X05610_at,1.72215123325
S71129_at,1.72064464098
HG4542-HT4947_at,1.71971231176
U75370_at,1.71894722492
U53468_at,1.71890352591
L20861_at,1.71742866913
M22898_at,1.71697426941
L37112_at,1.71539920877
X17360_rna1_at,1.71479212417
D13645_at,1.71414130616
Z84721_cds2_at,1.71391190271
L20826_at,1.71346921348
U49928_at,1.71220870887
D17532_at,1.71131735919
X63380_at,1.71124611273
U65002_at,1.71106744642
Y10141_s_at,1.71105435515
U68063_at,1.71082014909
L20321_at,1.70975805662
M20777_at,1.70941629932
X68277_at,1.70930511396
S82597_rna1_s_at,1.70918319915
U28014_at,1.70781211006
U80017_rna1_at,1.70777163126
U76189_at,1.70743850561
HG4638-HT5050_at,1.7061170549
D86983_at,1.70228760975
M77829_s_at,1.70193179827
X93511_s_at,1.70058389868
Y08417_s_at,1.69888614214
U14969_at,1.69738505979
X53595_s_at,1.69722619153
M22919_rna2_at,1.6952545913
U37219_at,1.69524257052
Y07512_at,1.69503306604
M65292_s_at,1.69456581908
U73477_s_at,1.69256740547
D38047_at,1.69233925197
X82554_rna1_at,1.69210311823
M24400_at,1.69196129269
Y10256_at,1.69178376077
J04164_at,1.69128282023
U07418_at,1.69127007195
U50079_s_at,1.6899910737
X95648_at,1.68904599096
U21090_at,1.68870899227
M25280_at,1.68692655399
U66497_at,1.68634690114
X74837_at,1.68505776073
U25435_at,1.68497565623
HG1800-HT1823_at,1.68358260628
D13639_at,1.68183947572
L77563_at,1.68063352279
Z16411_s_at,1.67945709333
D10522_at,1.67939482958
X92368_at,1.67936727937
U14550_at,1.67600958322
M93107_at,1.6756048907
X00129_at,1.67505360626
U72209_at,1.67377451112
D45132_at,1.67244187231
D78367_at,1.67173149648
M13981_at,1.67093466044
M16591_s_at,1.66932343003
U36759_s_at,1.66902287626
M64936_at,1.66831215445
U09579_at,1.66730742264
Z20656_rna1_s_at,1.66467035279
X12791_at,1.6639895295
HG2059-HT2114_at,1.66398313749
X85372_at,1.66283022975
X76717_at,1.66250674797
L05187_at,1.66022927807
U90543_s_at,1.65965690091
X82629_at,1.65887790097
M90656_at,1.65850881214
X06956_at,1.65513782738
X98296_at,1.65297122399
D31764_at,1.65212924292
K01160_s_at,1.65082076851
U75679_at,1.64986792485
U33838_s_at,1.64705104125
U59752_at,1.64581413267
AF000231_at,1.64580165867
U09210_at,1.64526031953
U16296_at,1.64514662708
U62432_at,1.64398987305
X92689_at,1.64395503712
L40377_at,1.64239697521
S79281_at,1.64131252966
S76942_s_at,1.64069356925
HG2507-HT2603_at,1.63910451899
D63874_at,1.63908875058
L33801_at,1.63893632931
J02973_rna1_at,1.6382742385
X60003_s_at,1.63674431703
HG2755-HT2862_at,1.63616608964
M64098_at,1.6349285899
X12671_rna1_at,1.62910900927
HG25930-HT26386_at,1.62860517995
M62831_at,1.62648953877
X98263_at,1.6254255324
D17408_s_at,1.62508267475
M77810_at,1.62282752005
X59543_at,1.62252578069
X68836_at,1.62241547355
D21852_at,1.61953932745
U85611_at,1.61836808964
L06499_at,1.61764024951
X77753_at,1.61723055883
X02530_at,1.61435864855
X78121_at,1.6143030796
X78565_at,1.61258013426
U59632_s_at,1.6119582455
U48807_at,1.60905196785
D13435_at,1.6088588192
M91036_rna1_at,1.6086735163
M24470_at,1.60780417888
